2859	オプション マーカー 描画 する	marker = '^'
2860	グラフ 色 色 差別 なく する	sns.set(pallete='colorblind')
2861	文字 列 中 大文字 小文字 無視 し パターン マッチ し た 文字 列 リスト 変換 する	re.findall(pattern, s, flags=re.IGNORECASE)
2862	オプション 欠損 値 先頭 する	na_position = 'first'
2863	数式 展開 行う	sympy.expand(e)
2864	線 グラフ 描画 し その 色 コーラル 設定 する	plt.plot(データ列, データ列2, color='coral')
2865	ヒストグラム 描画 し 色 青く する	plt.hist(データ列, color='b')
2866	オリベドラブ 色 ヒストグラム 描画 する	plt.hist(データ列, color='olivedrab')
2867	一 点 鎖線 ヒストグラム 描画 する	plt.hist(データ列, linestyle='dashbot')
2868	オプション グラフ 色 ダークマゼンタ 設定 する	color = 'darkmagenta'
2869	データ フレーム グループ 最小 値	df.groupby(column).min()
2870	データ 列 数列 散布 図 描画 し マーカー 色 カラー コード 変更 する	plt.plot(xdata, ydata, marker='v', c=rgb)
2871	文字 列 全て 大文字 調べる	s.isupper()
2872	データ 列 ラベル 指定 し 棒グラフ 描画 する	plt.bar(ラベル列, データ列)
2873	オプション バリー ウッド 色 使用 する	color = 'burlywood'
2874	リスト データ 列 黒色 暗い グラフ 描画 する	plt.plot(xdata, ydata, linestyle='dark', color='k')
2875	ヒストグラム 描画 し その 色 ライト グレー 設定 する	plt.hist(データ列, color='lightgray')
2876	辞書 上 項目 名 既に 定義 さ れ いる 調べる	key in aDict
2877	データ 列 折れ線 グラフ 描画 し 印 大 バツ する	plt.plot(データ列, データ列2, marker='X')
2878	カラー バー 付ける	plt.colorbar()
2879	オプション グラフ 色 スプリング グリーン 設定 する	color = 'springgreen'
2880	イテラブル リスト 散布 図 プロット し その 大き さ 設定 する	plt.scatter(xdata, ydata, s=n)
2881	アルファベット 大文字 全部 見る	string.ascii_uppercase
2882	データ フレーム 末尾 行 取り出す	df.tail(n)
2883	データ フレーム リスト カラム 欠損 値 後 行 値 埋める	df[aList].fillna(method='bfill')
2884	ヒストグラム 描画 し その 色 ローン グリーン 指定 する	plt.hist(データ列, color='lawngreen')
2885	個 リスト ビニング する	pd.cut(aList, n)
2886	折れ線 グラフ 描画 し その 色 シアン 設定 する	plt.plot(データ列, データ列2, color='cyan')
2887	本日 日付	datetime.date.today()
2888	イテラブル 文字 列 リスト 変換 し タブ 連結 する	'\t'.join(map(str, iterable))
2889	オプション グラフ 色 ナバホホワイト 指定 する	color = 'navajowhite'
2890	整数 二 進 表現	bin(n)
2891	ヒストグラム 描画 し その 色 パープル 設定 する	plt.hist(データ列, color='purple')
2892	ダークスラテグレー 色 ヒストグラム 描画 する	plt.hist(データ列, color='darkslategray')
2893	リスト 配列 散布 図 描画 し 下 三角 マーカー 色 カラー コード 設定 する	plt.plot(xdata, ydata, marker='v', c=rgb)
2894	線 グラフ 描画 し その 色 ピーチ パフ 変更 する	plt.plot(データ列, データ列2, color='peachpuff')
2895	ヒストグラム 描画 し 色 サドル ブラウン 指定 する	plt.hist(データ列, color='saddlebrown')
2896	自然 数 個 個 取り出し た 時 並べ方 総数	math.perm(n, k)
2897	折れ線 グラフ 描画 し その 色 ロイヤル ブルー 設定 する	plt.plot(データ列, データ列2, color='royalblue')
2898	オプション インディアン レッド 使用 する	color = 'indianred'
2899	カラム 欠損 値 補う	ds.fillna(x)
2900	データ フレーム 複数 列 ソート し 先頭 する	df.sort_values(by=column, na_position='first')
2901	タイムスタンプデータ 時間 減算 する	aDatetime - datetime.timedelta(hours=n)
2902	ヒストグラム 範囲 設定 する	plt.hist(データ列, range=(start, end))
2903	日付 型 データ 列 データ フレーム インデックス する	df.index = pd.DatetimeIndex(ds)
2904	文字 列 日付 時刻 する	datetime.datetime.fromisoformat(日付の書かれた文字列)
2905	オプション 色 オレンジ 指定 する	color = 'orange'
2906	タプル 内 要素 少なくとも ひとつ 真 どう	any(aTuple)
2907	リスト リスト 散布 図 カラー コード 右 三 角 マーカー 描画 する	plt.plot(xdata, ydata, marker='>', c=rgb)
2908	データ 列 リスト 黒色 色 差別 ない グラフ プロット する	plt.plot(xdata, ydata, linestyle='colorblind', color='k')
2909	データ フレーム リスト カラム 相関 行列 ヒートマップ 描画 する	sns.heatmap(df[aList].corr())
2910	線 グラフ 描画 し その 色 ダーク オレンジ する	plt.plot(データ列, データ列2, color='darkorange')
2911	リスト 先頭 使う	aList[0]
2912	無限 数え上げる する	itertools.count()
2913	リスト 数列 折れ線 グラフ 描画 し その 色 カラー コード 設定 する	plt.plot(xdata, ydata, color=rgb)
2914	グラフ 破線 付ける	plt.axvline(x=0, linestyle='dashed')
2915	ベスト な 場所 凡例 入れる	plt.legend(loc='best')
2916	ファイル パス 絶対 パス 見る	os.path.abspath(filepath)
2917	明るい グラフ 線 幅 指定 する	plt.plot(xdata, ydata, linestyle='bright', linewidth=n)
2918	オプション 青 緑色 使う	color = 'teal'
2919	もしくは もしくは 等しい	n == 1 or n == 2 or n == 3
2920	データ フレーム 列 二つ 選択 する	df[[column, column2]]
2921	線 グラフ 色 ラベンダー 指定 する	plt.plot(データ列, データ列2, color='lavender')
2922	マゼンタ 文字 列 プリント する	print(f'\033[35m{value}\033[0m')
2923	データ フレーム 列 平均 値 する	df[col].fillna(df[col].mean())
2924	文字 列 日付 データ する	pd.to_datetime(s)
2925	リスト 配列 青い 濃い 描画 する	plt.plot(xdata, ydata, linestyle='deep', color='b')
2926	データ フレーム カテゴリ データ 列 名 一覧 見る	df.select_dtypes('object').columns
2927	折れ線 グラフ 描画 し 色 ダークマゼンタ 設定 する	plt.plot(データ列, データ列2, color='darkmagenta')
2928	キー 辞書 上 定義 済み 調べる	key in aDict
2929	文字 列 タイトル 大文字 小文字	s.istitle()
2930	数式 簡略 する	sympy.sympify(e)
2931	文字 列 開始 位置 番目 終了 位置 番目 間 部分 文字 列 含ま れ ない	s.find(sub, start, end) == -1
2932	文字 列 タプル 含ま れ ない 確認 する	element not in aTuple
2933	折れ線 グラフ 大 バツ マーカー 青色 する	plt.plot(データ列, データ列2, marker='X', markerfacecolor='b')
2934	グラフ 描画 明るい カラー パレット 用いる	sns.set(pallete='bright')
2935	オブジェクト リスト クラス	isinstance(obj, list)
2936	色 差別 ない 色 折れ線 描画 し その 線 幅 設定 する	plt.plot(xdata, ydata, linewidth=n, color='colorblind')
2937	文字 列 サフィックス 部分 文字 列	s.endswith(sub)
2938	二つ カウンタ 共通 する 要素 求める	aCounter & aCounter2
2939	リスト リスト カラー コード 淡い グラフ 描く	plt.plot(xdata, ydata, linestyle='muted', color=rgb)
2940	データ フレーム まとめ 置換 する	df.replace(ValueMap)
2941	データ フレーム カラム 何 秒 見る	df[col].dt.second
2942	オプション 出力 先 標準 出力 設定 する	file = sys.stdout
2943	文字 列 右側 空白 除去 する	s.rstrip()
2944	ヒストグラム 描画 し その 色 アンティーク ホワイト 設定 する	plt.hist(データ列, color='antiquewhite')
2945	リスト リスト 濃い グラフ 描画 し その 線 幅 設定 する	plt.plot(xdata, ydata, linestyle='deep', color=rgb)
2946	データ フレーム カラム 文字 列 欠損 値 変換 する	df[col].replace(s, np.nan)
2947	オプション 色 ライト ブルー セット する	color = 'lightblue'
2948	日付 時刻 データ 日付 時刻 データ 時間 差 秒 求める	(aDatetime - aDatetime2).total_seconds()
2949	オプション 色 指定 する	color = 'darkslategrey'
2950	赤色 暗い 折れ線 グラフ 描画 する	plt.plot(xdata, ydata, linestyle='dark', color='r')
2951	積	n * n2
2952	データ フレーム リスト カラム どの 値 頻出 見る	df[aList].mode()
2953	改行 区切っ つ 実行 結果 プリント する	print(value, value2, sep='\n')
2954	オプション グラフ 色 ミッドナイト ブルー 設定 する	color = 'midnightblue'
2955	実数 百 位 丸める	round(x, -2)
2956	ヒストグラム 描画 し その 色 ゴースト ホワイト 設定 する	plt.hist(データ列, color='ghostwhite')
2957	文字 列 下線 付き プリント する	print(f'\033[4m{value}\033[0m')
2958	パステル 調 色 データ 列 柱状 図 プロット する	plt.hist(xdata, color='pastel')
2959	オプション トマト 色 使う	color = 'tomato'
2960	データ フレーム 全体 インデックス 整列 する	df.sort_index()
2961	オブジェクト タプル 型 調べる	isinstance(obj, tuple)
2962	ヒストグラム 色 ダーク オリーブ グリーン セット する	plt.hist(データ列, color='darkolivegreen')
2963	データ 列 中 ある 文字 列 合計 数える	ds.isin([value]).sum()
2964	ヒストグラム 描画 し その 色 ミディアムシアグリーン 変更 する	plt.hist(データ列, color='mediumseagreen')
2965	カラム 値 データ フレーム グループ 化 し グループ ごと 件数 知る	df.groupby(column).size()
2966	実線 ヒストグラム 描画 する	plt.hist(データ列, linestyle='solid')
2967	列 ユニーク な 値 見る	ds.unique()
2968	折れ線 グラフ 描画 し 色 オリーブ 指定 する	plt.plot(データ列, データ列2, color='olive')
2969	グラフ 色 明るく する	sns.set(pallete='bright')
2970	数式 積分 する	sympy.integrate(e)
2971	範囲 指定 し 部分 文字 列 文字 列 後ろ 探す	s.find(sub, start, end)
2972	リスト データ 列 散布 図 描画 する	plt.scatter(xdata, ydata)
2973	リスト リスト カラー コード 明るい グラフ 描画 する	plt.plot(xdata, ydata, linestyle='bright', color=rgb)
2974	実数 切り下げ 整数 変換 する	math.floor(x)
2975	折れ線 グラフ 黒い 左 三 角 印 描画 する	plt.plot(データ列, データ列2, marker='<', markerfacecolor='k')
2976	オプション サーモン 色 使用 する	color = 'salmon'
2977	ヒストグラム 描画 し 色 ハニーデュー 設定 する	plt.hist(データ列, color='honeydew')
2978	ファイル パス バイナリ 書き込み モード オープン し する	f = open(filepath, mode='wb')
2979	データ フレーム 指定 さ れ た データ 型 列 名 一覧 使う	df.select_dtypes(型).columns
2980	ヒストグラム 色 ローン グリーン 設定 する	plt.hist(データ列, color='lawngreen')
2981	オプション マーカー 変更 する	marker = 'v'
2982	変数 マゼンタ プリント できる 文字 列 変換 する	f'\033[35m{value}\033[0m'
2983	ファイル パス 文字 列 示す エン コーディング 用い 開く	open(filepath, encoding=s)
2984	折れ線 グラフ 色 白 設定 する	plt.plot(データ列, データ列2, color='white')
2985	データ フレーム カラム 行 抽出 する	df[df[column] == x]
2986	リスト リスト パステル 調 グラフ 描画 し その 線 幅 設定 する	plt.plot(xdata, ydata, linestyle='pastel', linewidth=n)
2987	ヒストグラム 描画 し 色 青 設定 する	plt.hist(データ列, color='blue')
2988	折れ線 グラフ 色 黄色く する	plt.plot(データ列, データ列2, color='y')
2989	リスト 個 等間隔 分割 し ラベル つける	pd.cut(aList, n, labels=names)
2990	列 値 データ フレーム 欠損 値 含め グループ 化 する	df.groupby(column, dropna=False)
2991	文字 列 リスト リスト 変換 し タブ 結合 する	'\t'.join(map(str, iterable))
2992	ヒストグラム 描画 し その 色 ダークマゼンタ する	plt.hist(データ列, color='darkmagenta')
2993	データ フレーム 列 グループ 化 し それぞれ グループ ごと 個数 求める	df.groupby(column).count()
2994	日付 データ 秒 分 引く	aDate - datetime.timedelta(seconds=n)
2995	浮動 小数点 数 三 乗	x ** 3
2996	文字 列 複数 行 対応 正規 表現 分割 する	re.split(pattern, s, flags=re.MULTILINE)
2997	データ フレーム 行 目 以降 取り出す	df[n:]
2998	データ フレーム 重複 落とす	df.drop_duplicates()
2999	オプション ベージュ 色 設定 する	color = 'beige'
3000	濃い 色 マーカー 散布 図 プロット する	plt.plot(xdata, ydata, c='deep')
3001	データ フレーム 列 型 する	df[col] = df[col].astype(ty)
3002	シーケンス 文字 列 リスト 変換 し 改行 連結 する	'\n'.join(map(str, iterable))
3003	両端 キュー タプル 変換 する	tuple(deq)
3004	データ フレーム リスト カラム 中 未 入力 値 数 数える	df[aList].isna().sum()
3005	複数 列 ヒストグラム 一 度 描画 する	sns.pairplot(df[[column, column2, column3]])
3006	線 グラフ 色 ミッドナイト ブルー セット する	plt.plot(データ列, データ列2, color='midnightblue')
3007	日付 時刻 データ 何 分 知る	aDatetime.minute
3008	カウンタ 低 頻出 方 列挙 する	aCounter.most_common()[::-1]
3009	折れ線 グラフ 色 コーンズシルク 設定 する	plt.plot(データ列, データ列2, color='cornsilk')
3010	日付 時刻 データ 数値 する	aDatetime.timestamp()
3011	ダーク オリーブ グリーン 色 ヒストグラム 描画 する	plt.hist(データ列, color='darkolivegreen')
3012	線 グラフ 描画 し その 色 ダークオーキッド 設定 する	plt.plot(データ列, データ列2, color='darkorchid')
3013	オプション ダーク グレー 色 使う	color = 'darkgrey'
3014	が 名前 付き タプル 型	hasattr(obj, '_asdict') and hasattr(obj, '_fields')
3015	イテラブル 個 サンプリング する	random.sample(iterable, k=n)
3016	データ フレーム 用いる	import pandas as pd
3017	オプション 読み込み 用 指定 する	mode = 'r'
3018	文字 列 内 数字 ある	any(c.isdigit() for c in s)
3019	赤い ポイント マーカー 用い 散布 図 描画 する	plt.plot(xdata, ydata, marker='.', c='r')
3020	ビン 数 等量 データ 列 ビン 分割 する	pd.qcut(ds, n)
3021	イテラブル ヒストグラム パステル 調 色 描画 する	plt.hist(xdata, color='pastel')
3022	データ フレーム 列 第 三 四 分 位 数	df[col].quantile(0.75)
3023	データ フレーム 列 値 まとめ た グループ	df.groupby('A')
3024	オプション ラベンダー 色 使う	color = 'lavender'
3025	折れ線 グラフ 線 幅 バツ 印 描画 する	plt.plot(データ列, データ列2, marker='x', markeredgewidth=n)
3026	折れ線 グラフ 描画 し その 色 紺 指定 する	plt.plot(データ列, データ列2, color='darkblue')
3027	ヒストグラム ビン 数 設定 し 描く	plt.hist(データ列, bins=n)
3028	折れ線 グラフ サイズ ダイアモンドマーカー 描画 する	plt.plot(データ列, データ列2, marker='D', markersize=n)
3029	オプション 改行 セパレータ 使う	sep = '\n'
3030	折れ線 グラフ 描画 し その 色 ライム 指定 する	plt.plot(データ列, データ列2, color='lime')
3031	折れ線 グラフ 色 黒く する	plt.plot(データ列, データ列2, color='k')
3032	書式 データ 列 日付 データ 変換 する	pd.to_datetime(ds, format='%Y-%m-%d')
3033	床	math.floor(x)
3034	ライト グレー 色 線 グラフ 描画 する	plt.plot(データ列, データ列2, color='lightgrey')
3035	初期 値 全 要素 初期 化 さ れ た 配列	np.full(要素数, 初期値, dtype=np.int)
3036	折れ線 グラフ 大き さ 丸 印 描画 する	plt.plot(データ列, データ列2, marker='o', markersize=n)
3037	黒い パステル 調 グラフ 描画 する	plt.plot(xdata, ydata, linestyle='pastel', color='k')
3038	ヒストグラム 色 紺碧 設定 する	plt.hist(データ列, color='azure')
3039	正規 分布 乱数 求める	random.normalvariate(mu=0.5, sigma=0.2)
3040	偶数	n % 2 == 0
3041	ダーク オリーブ グリーン ヒストグラム 色 変更 する	plt.hist(データ列, color='darkolivegreen')
3042	データ フレーム 型 列 抽出 する	df.select_dtypes(ty)
3043	データ フレーム 各 列 列 組み合わせ 毎 グループ 化 し 最小 値 求める	df.groupby([column, column2], as_index=False).min()
3044	文字 列 文字 列 リスト いづれ	s in aStringList
3045	二つ データ フレーム 異なる カラム キー 結合 する	pd.merge(df, df2, left_on='A', right_on='B')
3046	リスト 番目 要素 削除 する	del aList[n]
3047	タブ 文字 見る	'\t'
3048	データ フレーム 指定 さ れ た 列 取り出す	df[column]
3049	オプション バイナリ 書き込み モード 使う	mode = 'wb'
3050	ヒストグラム 色 シスル 設定 する	plt.hist(データ列, color='thistle')
3051	数字 全部 見る	string.digits
3052	ディレクトリ 求める	os.getcwd()
3053	要素 全て ベクトル	np.ones(要素数, dtype=np.int)
3054	茶色 色 線 グラフ 描画 する	plt.plot(データ列, データ列2, color='brown')
3055	ヒストグラム 描画 し その 色 グレー 設定 する	plt.hist(データ列, color='grey')
3056	ベクトル 標準 偏差	np.std(aArray)
3057	オプション 分割 記号 使わ ない	sep = ''
3058	ブラック 色 線 グラフ 描画 する	plt.plot(データ列, データ列2, color='black')
3059	オプション セパレータ コロン する	sep = ':'
3060	無限 続く 数列	itertools.repeat(n)
3061	実数 実数	x // y
3062	配列 要素 ごと 積	np.multiply(aArray, aArray2)
3063	列 と列 キー し データ フレーム 外部 結合 する	pd.merge(df, df2, left_on=column, right_on=column2, how='outer')
3064	折れ線 グラフ 色 ライト コーラル セット する	plt.plot(データ列, データ列2, color='lightcoral')
3065	グラフ 破線 付ける	plt.axhline(y=0, linestyle='dashed')
3066	形式 文字 列 読み込む	json.loads(jsonString)
3067	イテラブル リスト 散布 図 描画 し マーカー 丸 設定 する	plt.plot(xdata, ydata, marker='o')
3068	ヒストグラム 描画 し その 色 バリーウッド セット する	plt.hist(データ列, color='burlywood')
3069	ふたつ 集合 共通 要素 持た ない 調べる	aSet.isdisjoint(aSet2)
3070	異なる 個 もの 個 選ぶ 場合 数	math.comb(n, k)
3071	データ フレーム 指定 さ れ た データ 型 列 名 一覧	df.select_dtypes(型).columns
3072	オプション オールド レース 色 使う	color = 'oldlace'
3073	ファイル データ フレーム 読み込む	pd.read_csv(filename, sep='\t', encoding='shift_jis')
3074	イテラブル カウンタ 新規 生成 する	collections.Counter(iterable)
3075	オプション グラフ 色 オレンジ レッド 設定 する	color = 'orangered'
3076	データ フレーム 列 名前 一覧 指定 さ れ た カラム 削除 する	df.drop(columns, axis=1)
3077	オプション グラフ 色 ライト コーラル 設定 する	color = 'lightcoral'
3078	オプション ダーク ブルー 色 用いる	color = 'darkblue'
3079	データ フレーム 列 名 リスト キー し 並べる	df.sort_values(by=column)
3080	折れ線 グラフ 描画 し 色 ライトスレイグレー 設定 する	plt.plot(データ列, データ列2, color='lightslategrey')
3081	文字 列 両端 部分 文字 列 取り除く	s.strip(sub)
3082	キー マップ 上 定義 済み	key in aDict
3083	もしくは もしくは 等しい	x == 1 or x == 2 or x == 3
3084	オプション 読み込む 行 番号 指定 する	usecols = names
3085	ダーク オリーブ グリーン 色 線 グラフ 描画 する	plt.plot(データ列, データ列2, color='darkolivegreen')
3086	文字 列 開始 位置 終了 位置 間 部分 文字 列 含ま れ ない	s.find(sub, start, end) == -1
3087	ヒストグラム 色 ピンク 指定 する	plt.hist(データ列, color='pink')
3088	文字 列 最後 部分 文字 列 分割 し た とき 前半 文字 列 求める	s.rpartition(sub)[0]
3089	文字 列 区切っ 二つ 文字 列 プリント する	print(value, value2, sep=s)
3090	折れ線 グラフ 色 ライト コーラル する	plt.plot(データ列, データ列2, color='lightcoral')
3091	カラー コード 菱形 マーカー 用い 散布 図 プロット する	plt.plot(xdata, ydata, marker='D', c=rgb)
3092	データ フレーム リスト 列 最 頻 値 埋める	df[aList].fillna(df[aList].mode().iloc[0])
3093	文字 列 両端 余分 な 空白 取り除く	s.strip()
3094	データ フレーム リスト カラム 欠損 値 直後 値 埋める	df[aList].fillna(method='bfill')
3095	大 バツ マーカー 散布 図 プロット する	plt.plot(xdata, ydata, marker='X')
3096	文字 列 走査 し 正規 表現 マッチ する 調べる	re.search(pattern, s)
3097	ヒストグラム 描画 し 色 トマト 変更 する	plt.hist(データ列, color='tomato')
3098	双方向 キュー 中 要素 含ま れ てる	element in deq
3099	ヒストグラム 描画 し 色 シエナ 変更 する	plt.hist(データ列, color='sienna')
3100	両端 キュー 部分 値	collections.deque(itertools.islice(deq, start, end))
3101	文字 列 最初 部分 文字 列 二分 する	s.partition(sub)
3102	黄色 色 線 グラフ 描画 する	plt.plot(データ列, データ列2, color='yellow')
3103	オプション ハニーデュー 色 使う	color = 'honeydew'
3104	つ データ フレーム 縦 方向 連結 する	pd.concat([df, df2], axis=0)
3105	折れ線 グラフ 色 青 紫 設定 する	plt.plot(データ列, データ列2, color='violet')
3106	リスト リスト 明るい グラフ 描画 し その 色 黒 する	plt.plot(xdata, ydata, linestyle='bright', color='k')
3107	データ フレーム カテゴリ データ 列 抽出 する	df.select_dtypes('object')
3108	行列 重複 除い た 配列 作成 する	np.unique(aArray)
3109	ヒストグラム 描画 し その 色 ロイヤル ブルー 指定 する	plt.hist(データ列, color='royalblue')
3110	変数 無限 大 近づく とき 数式 極限 値 求める	sympy.limit(e, z, oo)
3111	折れ線 グラフ バツ マーカー 大き さ 設定 する	plt.plot(データ列, データ列2, marker='x', markersize=n)
3112	折れ線 グラフ 描画 し その 色 ミスティローズ 変更 する	plt.plot(データ列, データ列2, color='mistyrose')
3113	折れ線 グラフ 色 ライトグリーン 設定 する	plt.plot(データ列, データ列2, color='lightseagreen')
3114	データ フレーム リスト 列 平均 値	df[aList].mean()
3115	メディアン データ 列 埋める	ds.fillna(ds.median())
3116	タプル 順序付け する	enumerate(aTuple)
3117	実数	math.isnan(x)
3118	ふたつ 集合 和 集合 計算 する	aSet.union(aSet2)
3119	ヒストグラム 描画 し 色 設定 する	plt.hist(データ列, color='darkslategrey')
3120	パールゴールデンロッド ヒストグラム 色 指定 する	plt.hist(データ列, color='palegoldenrod')
3121	配列 行 ごと 平均 算出 する	np.mean(aArray, axis=1)
3122	黒色 数値 表示 する	print(f'\033[30m{value}\033[0m')
3123	乱数 シード 固定 する	random.seed(n)
3124	タブ 区切り ファイル 読み込む	pd.read_csv(filename, encoding='shift_jis')
3125	ファイル パス 存在 し ない 調べる	not os.path.exists(filepath)
3126	淡い 色 リスト 度数 分布 図 プロット する	plt.hist(xdata, color='muted')
3127	折れ線 グラフ 描画 し その 色 アクアマリン 設定 する	plt.plot(データ列, データ列2, color='aquamarine')
3128	リスト 変化 折れ線 グラフ 描く	plt.plot(range(len(xdata)), xdata)
3129	折れ線 グラフ 描画 し その 色 アクア 指定 する	plt.plot(データ列, データ列2, color='aqua')
3130	文字 列 文字 列 リスト ある	s in aStringList
3131	データ フレーム 日付 データ 変換 する	pd.to_datetime(df[col])
3132	折れ線 グラフ 右 三 角 マーカー サイズ 設定 する	plt.plot(データ列, データ列2, marker='>', markersize=n)
3133	ヒストグラム 色 ミスティローズ 設定 する	plt.hist(データ列, color='mistyrose')
3134	オブジェクト バイト サイズ 調べる	sys.getsizeof(obj)
3135	線 グラフ 描画 し その 色 サドル ブラウン 設定 する	plt.plot(データ列, データ列2, color='saddlebrown')
3136	線 グラフ 描画 し その 色 ブラック 設定 する	plt.plot(データ列, データ列2, color='black')
3137	ダーク サーモン 色 線 グラフ 描画 する	plt.plot(データ列, データ列2, color='darksalmon')
3138	インタプリタ 実行 ファイル 絶対 パス 知る	sys.executable
3139	ひとつ 英数字 文字 列 内 含ま れる 調べる	any(c.isalnum() for c in s)
3140	実数 平方根 求める	math.sqrt(x)
3141	ターコイズ 色 線 グラフ 描画 する	plt.plot(データ列, データ列2, color='turquoise')
3142	データ 列 分 求める	ds.dt.minute
3143	実数 浮動 小数点 数 減算 する	x - y
3144	リスト リスト 散布 図 描画 し クロス マーカー 色 カラー コード 設定 する	plt.plot(xdata, ydata, marker='x', c=rgb)
3145	データ フレーム グループ 化 し それぞれ 列 平均 値 求める	df.groupby(column)[column2].mean()
3146	データ フレーム 各 列 列 組み合わせ 毎 グループ 化 し 合計 求める	df.groupby([column, column2], as_index=False).sum()
3147	オプション アイボリー 色 用いる	color = 'ivory'
3148	正規 表現 データ フレーム リスト カラム 値 置換 する	df[aList].replace(pattern, repl, regex=True)
3149	オプション グラフ 色 茶色 セット する	color = 'brown'
3150	折れ線 グラフ マーカー 赤く する	plt.plot(データ列, データ列2, marker='v', markerfacecolor='r')
3151	文字 列 中 大文字 小文字 無視 し 正規 表現 全て マッチ 使う	re.findall(pattern, s, flags=re.IGNORECASE)
3152	ひとつ 非 英字 文字 列 中 ある どう 判定 する	any(not c.isalpha() for c in s)
3153	エポック 秒 日付 時刻 変換 する	datetime.datetime.fromtimestamp(timestamp)
3154	日付 時刻 データ 日付 時刻 データ 後ろ 調べる	aDatetime > aDatetime2
3155	文字 列 青色 プリント できる 文字 列 変換 する	f'\033[34m{value}\033[0m'
3156	散布 図 赤い 三角 マーカー 使う	plt.plot(xdata, ydata, marker='^', c='r')
3157	オプション 小麦色 使用 する	color = 'wheat'
3158	鉛直 方向 一 点 鎖線 付ける	plt.axvline(x=0, linestyle='dashbot')
3159	データ フレーム 列 値 以上 行 抽出 する	df[df[column] >= x]
3160	折れ線 グラフ 下 三角 マーカー 黄色く する	plt.plot(データ列, データ列2, marker='v', markerfacecolor='y')
3161	オプション カデット ブルー グラフ 色 変更 する	color = 'cadetblue'
3162	部分 文字 列 文字 列 開始 位置 終了 位置 間 含ま れる 調べる	s.find(sub, start, end) != -1
3163	八 進 文字 列 整数 変換 する	int(s, 8)
3164	線 グラフ 色 ライトグリーン 変更 する	plt.plot(データ列, データ列2, color='lightgreen')
3165	データ フレーム 重複 し た 行 ドロップ し 入れ替える	df.drop_duplicates(inplace=True)
3166	配列 色 差別 ない 色 ヒストグラム 描く	plt.hist(xdata, color='colorblind')
3167	日付 時刻 データ 何 年 知る	aDatetime.year
3168	列 値 正規 表現 まとめ 置き換える	ds.replace(pattern, repl, regex=True)
3169	出力 ストリーム 全体 リスト 読み込む	f.readlines()
3170	オプション バイナリ 用 指定 する	mode = 'rb'
3171	商	n / n2
3172	実数 無限 大 どう 確認 する	math.isinf(x)
3173	辞書 項目 名 存在 し い ない とき 要素 追加 する	aDict.setdefault(key, element)
3174	オプション アクアマリン 色 用いる	color = 'aquamarine'
3175	整数 ゼロ 埋め し た 文字 列 変換 する	str(n).zfill(文字列幅)
3176	オプション グラフ 色 ミディアムスプリンググリーン 設定 する	color = 'mediumspringgreen'
3177	オプション マルーン 色 用いる	color = 'maroon'
3178	実行 結果 下線 付き する	f'\033[4m{value}\033[0m'
3179	両端 キュー 文字 列 する	deq.appendleft(element)
3180	散布 図 カラー コード マーカー 用いる	plt.plot(xdata, ydata, marker='^', c=rgb)
3181	行列 擬似 逆 行列 算出 する	np.linalg.pinv(aArray)
3182	無限 な イテラブル	itertools.repeat(n)
3183	データ フレーム 型 リスト 指定 し た データ 型 列 除外 する	df.select_dtypes(exclude=typeList)
3184	データ フレーム カラム 中 いくつ 文字 列 ある 数える	df[col].isin([value]).sum()
3185	文字 列 キャピタライズ する	s.capitalize()
3186	実数 常用 対数	math.log10(x)
3187	オプション 書き込み モード 設定 する	mode = 'w'
3188	リスト リスト 散布 図 描画 する	plt.scatter(xdata, ydata)
3189	黒い ポイント マーカー リスト 数列 散布 図 プロット する	plt.plot(xdata, ydata, marker='.', c='k')
3190	タプル カンマ 区切り 表示 する	print(*aTuple, sep=',')
3191	リスト リスト パステル 調 色 折れ線 グラフ 描画 し その 線 幅 設定 する	plt.plot(xdata, ydata, linewidth=n, color='pastel')
3192	リスト リスト 散布 図 描画 し 右 三 角 マーカー 色 カラー コード 設定 する	plt.plot(xdata, ydata, marker='>', c=rgb)
3193	折れ線 グラフ 描画 し 色 ダーク グリーン 変更 する	plt.plot(データ列, データ列2, color='darkgreen')
3194	折れ線 グラフ 描画 し 色 モカシン する	plt.plot(データ列, データ列2, color='moccasin')
3195	各 列 毎 データ フレーム 集計 し 列 最小 値 求める	df.groupby(column)[column2].min()
3196	縦 データ フレーム 合体 さ せる	pd.concat([df, df2, df3], axis=0)
3197	データ 列 リスト 散布 図 描画 し マーカー 星 設定 する	plt.plot(xdata, ydata, marker='*')
3198	キュー 右側 数値 追加 する	deq.append(element)
3199	リスト イテラブル 散布 図 赤い マーカー 描画 する	plt.plot(xdata, ydata, marker='v', c='r')
3200	ヒストグラム 描画 し 色 黄色く する	plt.hist(データ列, color='y')
3201	黒色 暗い グラフ 描画 する	plt.plot(xdata, ydata, linestyle='dark', color='k')
3202	ヒストグラム 色 ネイビー セット する	plt.hist(データ列, color='navy')
3203	ファイル ファイル 名	os.path.basename(filepath)
3204	文字 列 開始 位置 終了 位置 間 部分 文字 列 登場	s.count(sub, start, end)
3205	要素 集合 含ま れ ない どう 調べる	element not in aSet
3206	線 グラフ 色 スプリング グリーン 変更 する	plt.plot(データ列, データ列2, color='springgreen')
